INPUT:audio	INPUT:image	OUTPUT:recording	OUTPUT:result_3d_question	OUTPUT:result_1st_question	OUTPUT:result_2nd_question	OUTPUT:result_4th_question	GOLDEN:result_3d_question	GOLDEN:result_1st_question	GOLDEN:result_2nd_question	GOLDEN:result_4th_question	HINT:text	HINT:default_language	ASSIGNMENT:link	ASSIGNMENT:task_id	ASSIGNMENT:assignment_id	ASSIGNMENT:worker_id	ASSIGNMENT:status	ASSIGNMENT:started	ACCEPT:verdict	ACCEPT:comment
https://storage.yandexcloud.net/toloka-chebotarev/TextA_1.2.mp4	https://storage.yandexcloud.net/toloka-chebotarev/9.png	eu.db57226e-e915-43a9-b035-6ea6b6d9c9aa	Yes	No	Yes	No							https://platform.toloka.ai/task/42965288/00028f9928--662bd2f5375e107843bf0cf3	00028f9928--662bd00df6eb632909e7798d	00028f9928--662bd2f5375e107843bf0cf3	49c259e22a29773ef85ad9005ac60196	APPROVED	2024-04-26T16:14:45.904	+	
https://storage.yandexcloud.net/toloka-chebotarev/TextA_1.5.mp4	https://storage.yandexcloud.net/toloka-chebotarev/5.png	eu.ec1da131-5eec-4af2-83fb-f3481fb930cd	Yes	No	Yes	No							https://platform.toloka.ai/task/42965288/00028f9928--662bd2f9f6eb632909e7ccb5	00028f9928--662bd00df6eb632909e7795f	00028f9928--662bd2f9f6eb632909e7ccb5	1d858c96478d6c47a1232db6fefcbdd7	APPROVED	2024-04-26T16:14:49.696	+	
https://storage.yandexcloud.net/toloka-chebotarev/TextA_1.2.mp4	https://storage.yandexcloud.net/toloka-chebotarev/3.png	eu.927961bc-53d1-425f-8b21-cf8b7f73fb9f	Yes	Yes	No	Yes							https://platform.toloka.ai/task/42965288/00028f9928--662bd308567f51718c877372	00028f9928--662bd00df6eb632909e77945	00028f9928--662bd308567f51718c877372	80afd87ea35db0eba14aec049ecdcf6a	APPROVED	2024-04-26T16:15:04.524	+	
https://storage.yandexcloud.net/toloka-chebotarev/TextA_1.2.mp4	https://storage.yandexcloud.net/toloka-chebotarev/3.png	eu.e58376e1-c1c9-4c4e-a4d8-35d67b9eabfd	Yes	No	No	No							https://platform.toloka.ai/task/42965288/00028f9928--662bd321f6eb632909e7cfde	00028f9928--662bd00df6eb632909e77945	00028f9928--662bd321f6eb632909e7cfde	c152b223c53c4326e0059c2885da08d9	APPROVED	2024-04-26T16:15:29.174	+	
https://storage.yandexcloud.net/toloka-chebotarev/TextA_0.8.mp4	https://storage.yandexcloud.net/toloka-chebotarev/3.png	eu.fe49444f-74d4-4b35-bf49-2702ac4bd709	No	No	Yes	Yes							https://platform.toloka.ai/task/42965288/00028f9928--662bd346567f51718c877a8a	00028f9928--662bd00df6eb632909e7793f	00028f9928--662bd346567f51718c877a8a	4b8760bc3f72ba1355cb8ddf6de688b2	APPROVED	2024-04-26T16:16:06.028	+	
https://storage.yandexcloud.net/toloka-chebotarev/TextA_1.2.mp4	https://storage.yandexcloud.net/toloka-chebotarev/9.png	eu.afcf4afe-8231-4bf6-9a22-2fdd7f3a6fc2	No	Yes	Yes	No							https://platform.toloka.ai/task/42965288/00028f9928--662bd365f81b996bc614a817	00028f9928--662bd00df6eb632909e7798d	00028f9928--662bd365f81b996bc614a817	e0fb5d4a7651a5a650d2aff0cb7439e4	APPROVED	2024-04-26T16:16:37.131	+	
https://storage.yandexcloud.net/toloka-chebotarev/TextA_0.8.mp4	https://storage.yandexcloud.net/toloka-chebotarev/3.png	eu.4b5fc438-59fc-4d96-8c93-046d9d990972	Yes	Yes	Yes	Yes							https://platform.toloka.ai/task/42965288/00028f9928--662bd36af81b996bc614a8cd	00028f9928--662bd00df6eb632909e7793f	00028f9928--662bd36af81b996bc614a8cd	e5c446aa8c3a569c5f5b3e24e130a59f	APPROVED	2024-04-26T16:16:42.244	+	
https://storage.yandexcloud.net/toloka-chebotarev/TextA_0.8.mp4	https://storage.yandexcloud.net/toloka-chebotarev/3.png	eu.e6eeefe3-8c9b-4daa-861f-2236977b1a4e	Yes	Yes	Yes	Yes							https://platform.toloka.ai/task/42965288/00028f9928--662bd378567f51718c877ed8	00028f9928--662bd00df6eb632909e7793f	00028f9928--662bd378567f51718c877ed8	08b381a0fa5f6835ec122426032b3243	APPROVED	2024-04-26T16:16:56.108	+	
https://storage.yandexcloud.net/toloka-chebotarev/TextA_1.5.mp4	https://storage.yandexcloud.net/toloka-chebotarev/5.png	eu.6de76640-98b5-4198-8ebe-2bc5e91f57b2	Yes	No	No	No							https://platform.toloka.ai/task/42965288/00028f9928--662bd37e567f51718c877f8c	00028f9928--662bd00df6eb632909e7795f	00028f9928--662bd37e567f51718c877f8c	57736cdc4e68924831cb28ef81b59f3e	APPROVED	2024-04-26T16:17:02.985	+	
https://storage.yandexcloud.net/toloka-chebotarev/TextA_0.5.mp4	https://storage.yandexcloud.net/toloka-chebotarev/3.png	eu.4df7f80b-4dd5-4c0e-af73-13bf7e2dd5b6	No	No	Yes	Yes							https://platform.toloka.ai/task/42965288/00028f9928--662bd390f81b996bc614aee4	00028f9928--662bd00df6eb632909e7793d	00028f9928--662bd390f81b996bc614aee4	63ce437ecf6fb491d496a618683e52cb	APPROVED	2024-04-26T16:17:20.703	+	
