INPUT:audio	INPUT:image	OUTPUT:recording	OUTPUT:result_3d_question	OUTPUT:result_1st_question	OUTPUT:result_2nd_question	OUTPUT:result_4th_question	GOLDEN:result_3d_question	GOLDEN:result_1st_question	GOLDEN:result_2nd_question	GOLDEN:result_4th_question	HINT:text	HINT:default_language	ASSIGNMENT:link	ASSIGNMENT:task_id	ASSIGNMENT:assignment_id	ASSIGNMENT:worker_id	ASSIGNMENT:status	ASSIGNMENT:started	ACCEPT:verdict	ACCEPT:comment
https://storage.yandexcloud.net/toloka-chebotarev/TextB_1.2.mp4	https://storage.yandexcloud.net/toloka-chebotarev/3.png	eu.b4f419a7-88b5-4b5a-b7ba-d2ff8cb1cd30	No	Yes	Yes	No							https://platform.toloka.ai/task/42974515/00028fbd33--662fafa0567f51718cc7732c	00028fbd33--662f97b07bec91489aee5e81	00028fbd33--662fafa0567f51718cc7732c	d979d23695523381a06b2392bb09c32b	APPROVED	2024-04-29T14:33:04.992	+	
https://storage.yandexcloud.net/toloka-chebotarev/TextB_1.2.mp4	https://storage.yandexcloud.net/toloka-chebotarev/3.png	eu.e10aa7e9-50d7-4873-8e08-b2bd2195cd91	Yes	Yes	No	No							https://platform.toloka.ai/task/42974515/00028fbd33--662fafe8f6eb6329092c612a	00028fbd33--662f97b07bec91489aee5e81	00028fbd33--662fafe8f6eb6329092c612a	cf18e60a176860f13e4cb4ff3515c289	APPROVED	2024-04-29T14:34:16.941	+	
https://storage.yandexcloud.net/toloka-chebotarev/TextB_1.5.mp4	https://storage.yandexcloud.net/toloka-chebotarev/3.png	eu.8136af0b-4bd0-40d2-b4f3-94071adc4d2b	Yes	Yes	Yes	No							https://platform.toloka.ai/task/42974515/00028fbd33--662fb008567f51718cc77bab	00028fbd33--662f97b07bec91489aee5e83	00028fbd33--662fb008567f51718cc77bab	ce6b33a062cb091922301580cf9f6830	APPROVED	2024-04-29T14:34:48.603	+	
https://storage.yandexcloud.net/toloka-chebotarev/TextB_1.5.mp4	https://storage.yandexcloud.net/toloka-chebotarev/6.png	eu.29f449c6-9d38-4741-a3a0-fbb443d18a55	Yes	Yes	Yes	No							https://platform.toloka.ai/task/42974515/00028fbd33--662fb10dcb201c62aba4ca4e	00028fbd33--662f97b07bec91489aee5ea7	00028fbd33--662fb10dcb201c62aba4ca4e	a7aeb08c49e5cc0f2b7d956fddf28f8e	APPROVED	2024-04-29T14:39:09.935	+	
https://storage.yandexcloud.net/toloka-chebotarev/TextB_1.2.mp4	https://storage.yandexcloud.net/toloka-chebotarev/3.png	eu.06b3ba5a-f881-4098-8bf4-811001ed02e9	Yes	No	Yes	No							https://platform.toloka.ai/task/42974515/00028fbd33--662fb116567f51718cc78c5f	00028fbd33--662f97b07bec91489aee5e81	00028fbd33--662fb116567f51718cc78c5f	56413caa88e9706f25c35bd8b02f559e	APPROVED	2024-04-29T14:39:18.937	+	
https://storage.yandexcloud.net/toloka-chebotarev/TextB_0.5.mp4	https://storage.yandexcloud.net/toloka-chebotarev/4.png	eu.4181b6de-e312-4e63-abe4-52e95aabfd32	No	No	Yes	Yes							https://platform.toloka.ai/task/42974515/00028fbd33--662fb1eff6eb6329092c8173	00028fbd33--662f97b07bec91489aee5e85	00028fbd33--662fb1eff6eb6329092c8173	d973bdf654b898cf4b43517ea80f3a5a	APPROVED	2024-04-29T14:42:55.788	+	
https://storage.yandexcloud.net/toloka-chebotarev/TextB_1.5.mp4	https://storage.yandexcloud.net/toloka-chebotarev/6.png	eu.6f25b87d-1dfe-4e30-bc39-9228bc4e1cb2	Yes	No	Yes	No							https://platform.toloka.ai/task/42974515/00028fbd33--662fb212cb201c62aba4de6b	00028fbd33--662f97b07bec91489aee5ea7	00028fbd33--662fb212cb201c62aba4de6b	219431122d79ca4757d13f3c5b5b96f0	APPROVED	2024-04-29T14:43:30.784	+	
https://storage.yandexcloud.net/toloka-chebotarev/TextB_0.5.mp4	https://storage.yandexcloud.net/toloka-chebotarev/4.png	eu.364c68a6-7c7f-45d9-835f-53084cd8f923	No	None of the above	Yes	Yes							https://platform.toloka.ai/task/42974515/00028fbd33--662fb2f7faacc068763c4055	00028fbd33--662f97b07bec91489aee5e85	00028fbd33--662fb2f7faacc068763c4055	03b1eaf966ee31af87b9375b50067a9c	APPROVED	2024-04-29T14:47:19.478	+	
https://storage.yandexcloud.net/toloka-chebotarev/TextB_0.8.mp4	https://storage.yandexcloud.net/toloka-chebotarev/7.png	eu.8855238e-5f59-4eea-8d16-3b7e974ab491	No	Yes	Yes	Yes							https://platform.toloka.ai/task/42974515/00028fbd33--662fb31afaacc068763c41b7	00028fbd33--662f97b07bec91489aee5eab	00028fbd33--662fb31afaacc068763c41b7	771a4cb49e84fd9c150b8859c4e73825	APPROVED	2024-04-29T14:47:54.965	+	
https://storage.yandexcloud.net/toloka-chebotarev/TextB_0.8.mp4	https://storage.yandexcloud.net/toloka-chebotarev/7.png	eu.09084861-b0ac-40d6-8acc-65aecd882683	No	Yes	Yes	No							https://platform.toloka.ai/task/42974515/00028fbd33--662fb38ff6eb6329092c9b68	00028fbd33--662f97b07bec91489aee5eab	00028fbd33--662fb38ff6eb6329092c9b68	dcedbb7a072f348ca02f86c71000d15a	APPROVED	2024-04-29T14:49:51.288	+	
